-85.3270888,-85.3270133,-85.3269379,-85.3268624,-85.3267869
-85.3272351,-85.3271596,-85.3270841,-85.3270087,-85.3269332
-85.3273814,-85.3273059,-85.3272304,-85.3271549,-85.3270794
-85.3275277,-85.3274522,-85.3273767,-85.3273012,-85.3272257
-85.3276740,-85.3275985,-85.3275230,-85.3274475,-85.3273720
